TimeStamp, BettingHouse,League_Tournament, EventID, EventName, EventScore, EventTime, EventPeriod, OddsLocal, OddsDraw, OddsVisitor
Sat Oct 09 17:30:55 -0500 2021,WPlay,Fútbol Mujeres - Mexico - Liga MX Femenil,250541801,Toluca (W) - Santos Laguna (W),1-0,73:00,Segunda Mitad,1.363,3.55,12.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,29:56,1ª Mitad,4.20,3.00,1.95
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,0-0,22:39,1ª Mitad,1.444,4.00,8.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Uruguay - Primera División,252626204,Montevideo Wanderers - Torque,0-1,85:16,Segunda Mitad,56.00,6.00,1.10
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,0-0,13:09,1ª Mitad,2.20,2.875,3.40
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,29:54,1ª Mitad,2.30,2.35,4.20
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Chile - Primera B,253007796,CD Arturo Fernandez Vial - CSD Rangers,1-2,67:39,Segunda Mitad,7.00,2.95,1.60
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Colombia - Liga Antioqueña de Fútbol,253936600,Rionegros Aguilas(R) - La Chalaca,3-1,62:40,Segunda Mitad,7.00,2.95,1.60
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777395,Municipal Limeno - Once Deportivo,0-0,72:54,Segunda Mitad,2.85,1.666,6.50
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-0,45:00,1ª Mitad,1.40,3.60,9.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Guatemala - Liga Nacional,252357357,Csd Municipal - FC Santa Lucia Cotzumalguapa,0-1,64:57,Segunda Mitad,12.00,3.70,1.333
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,253552535,CD Marathon - Honduras Progreso,1-1,66:51,Segunda Mitad,3.25,1.909,3.40
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Panama - Liga Panamena,251563544,Sporting San Miguelito - San Francisco FC,1-1,72:15,Segunda Mitad,4.333,1.571,4.333
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Mexico - Segunda Division,252809149,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,55:35,Segunda Mitad,21.00,5.75,1.133
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,45:00,1ª Mitad,1.285,4.333,11.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,29:49,1ª Mitad,1.85,3.00,4.333
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Panama - Liga Prom,252671898,Arabe Unido (R) - Plaza Amador (R),1-0,70:36,Segunda Mitad,1.222,4.20,19.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Panama - Liga Prom,252801723,Panama City FC - CD Centenario,0-0,70:32,Segunda Mitad,3.60,1.65,4.20
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,0-0,30:52,1ª Mitad,1.42,3.45,8.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,45:00,1ª Mitad,2.70,2.30,3.10
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253906959,Aurora - Deportivo Agua Blanca,2-0,74:15,Segunda Mitad,1.071,6.00,46.00
Sat Oct 09 17:30:55 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253908009,Deportivo Mixco - Juventud Pinulteca,1-0,45:00,1ª Mitad,1.35,3.70,9.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Colombia - Primera A,251820500,Deportivo Cali - La Equidad,1-2,73:53,Segunda Mitad,9.50,3.00,1.571
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Argentina - Liga Profesional de Fútbol,251905019,Banfield - River Plate,0-1,76:35,Segunda Mitad,23.00,4.50,1.222
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Brasil - Serie A,249192932,Fortaleza CE - Flamengo RJ,0-0,32:00,1ª Mitad,3.55,2.60,2.50
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Brasil - Serie A,250759052,Atletico PR - Bahia BA,0-0,32:52,1ª Mitad,2.05,2.625,5.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Chile - Primera División,250220655,Antofagasta - Melipilla,0-0,70:57,Segunda Mitad,2.85,1.80,5.50
Sat Oct 09 17:33:09 -0500 2021,WPlay,Fútbol Mujeres - Mexico - Liga MX Femenil,250541801,Toluca (W) - Santos Laguna (W),1-0,75:04,Segunda Mitad,1.35,3.65,13.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,32:00,1ª Mitad,4.333,3.00,1.95
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,0-0,24:43,1ª Mitad,1.50,3.75,7.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Uruguay - Primera División,252626204,Montevideo Wanderers - Torque,0-1,87:20,Segunda Mitad,76.00,6.50,1.083
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,1-0,15:13,1ª Mitad,1.35,4.20,8.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,31:58,1ª Mitad,2.30,2.30,4.333
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Chile - Primera B,253007796,CD Arturo Fernandez Vial - CSD Rangers,2-2,69:43,Segunda Mitad,2.25,1.909,7.50
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Colombia - Liga Antioqueña de Fútbol,253936600,Rionegros Aguilas(R) - La Chalaca,3-1,64:44,Segunda Mitad,2.25,1.909,7.50
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777395,Municipal Limeno - Once Deportivo,1-0,74:58,Segunda Mitad,1.111,5.75,41.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-0,45:00,1ª Mitad,1.40,3.60,9.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Guatemala - Liga Nacional,252357357,Csd Municipal - FC Santa Lucia Cotzumalguapa,0-1,67:01,Segunda Mitad,13.00,3.75,1.333
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,253552535,CD Marathon - Honduras Progreso,1-1,68:55,Segunda Mitad,2.95,1.769,4.75
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Panama - Liga Panamena,251563544,Sporting San Miguelito - San Francisco FC,1-1,74:19,Segunda Mitad,4.75,1.50,4.75
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Mexico - Segunda Division,252809149,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,57:39,Segunda Mitad,19.00,5.25,1.166
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,45:00,1ª Mitad,1.285,4.333,11.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,31:53,1ª Mitad,2.00,2.95,3.75
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Panama - Liga Prom,252671898,Arabe Unido (R) - Plaza Amador (R),1-0,72:40,Segunda Mitad,1.20,4.20,21.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Panama - Liga Prom,252801723,Panama City FC - CD Centenario,0-0,72:36,Segunda Mitad,3.80,1.60,4.333
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,0-0,32:56,1ª Mitad,1.444,3.35,8.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,45:00,1ª Mitad,2.70,2.30,3.10
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253906959,Aurora - Deportivo Agua Blanca,2-0,76:19,Segunda Mitad,1.071,6.00,46.00
Sat Oct 09 17:33:09 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253908009,Deportivo Mixco - Juventud Pinulteca,1-0,45:00,1ª Mitad,1.35,3.70,9.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Colombia - Primera A,251820500,Deportivo Cali - La Equidad,1-2,75:56,Segunda Mitad,9.50,3.00,1.571
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Argentina - Liga Profesional de Fútbol,251905019,Banfield - River Plate,0-1,78:38,Segunda Mitad,26.00,4.75,1.222
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Brasil - Serie A,249192932,Fortaleza CE - Flamengo RJ,0-0,34:03,1ª Mitad,3.55,2.60,2.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Brasil - Serie A,250759052,Atletico PR - Bahia BA,0-0,34:55,1ª Mitad,2.05,2.55,5.25
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Chile - Primera División,250220655,Antofagasta - Melipilla,1-0,73:00,Segunda Mitad,1.181,5.00,26.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Fútbol Mujeres - Mexico - Liga MX Femenil,250541801,Toluca (W) - Santos Laguna (W),1-0,77:07,Segunda Mitad,1.30,3.85,17.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,34:03,1ª Mitad,4.333,3.00,1.909
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,1-0,26:46,1ª Mitad,1.133,7.00,21.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Uruguay - Primera División,252626204,Montevideo Wanderers - Torque,0-1,89:23,Segunda Mitad,101.00,8.00,1.05
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,1-0,17:16,1ª Mitad,1.40,4.00,7.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,34:01,1ª Mitad,2.30,2.25,4.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Chile - Primera B,253007796,CD Arturo Fernandez Vial - CSD Rangers,2-2,71:46,Segunda Mitad,2.45,1.80,7.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Colombia - Liga Antioqueña de Fútbol,253936600,Rionegros Aguilas(R) - La Chalaca,3-1,66:47,Segunda Mitad,2.45,1.80,7.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777395,Municipal Limeno - Once Deportivo,1-0,77:01,Segunda Mitad,1.10,6.00,46.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-0,46:32,Segunda Mitad,1.40,3.60,9.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Guatemala - Liga Nacional,252357357,Csd Municipal - FC Santa Lucia Cotzumalguapa,0-1,69:04,Segunda Mitad,15.00,3.85,1.30
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,253552535,CD Marathon - Honduras Progreso,1-1,70:58,Segunda Mitad,3.45,1.666,4.333
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Panama - Liga Panamena,251563544,Sporting San Miguelito - San Francisco FC,1-1,76:22,Segunda Mitad,5.00,1.45,5.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Mexico - Segunda Division,252809149,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,59:42,Segunda Mitad,21.00,5.50,1.142
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,45:00,1ª Mitad,1.285,4.333,11.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,33:56,1ª Mitad,2.00,2.90,3.85
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Panama - Liga Prom,252671898,Arabe Unido (R) - Plaza Amador (R),1-0,74:43,Segunda Mitad,1.20,4.20,21.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Panama - Liga Prom,252801723,Panama City FC - CD Centenario,0-0,74:39,Segunda Mitad,4.00,1.55,4.50
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,0-0,34:59,1ª Mitad,1.45,3.30,8.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,45:00,1ª Mitad,2.70,2.30,3.10
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253906959,Aurora - Deportivo Agua Blanca,2-1,78:22,Segunda Mitad,1.05,6.50,61.00
Sat Oct 09 17:35:07 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253908009,Deportivo Mixco - Juventud Pinulteca,1-0,45:00,1ª Mitad,1.35,3.70,9.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Colombia - Primera A,251820500,Deportivo Cali - La Equidad,1-2,76:57,Segunda Mitad,8.50,2.90,1.65
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Argentina - Liga Profesional de Fútbol,251905019,Banfield - River Plate,0-1,79:39,Segunda Mitad,29.00,4.75,1.20
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Brasil - Serie A,249192932,Fortaleza CE - Flamengo RJ,0-0,35:04,1ª Mitad,3.55,2.60,2.50
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Brasil - Serie A,250759052,Atletico PR - Bahia BA,0-0,35:56,1ª Mitad,2.05,2.55,5.25
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Chile - Primera División,250220655,Antofagasta - Melipilla,1-0,74:01,Segunda Mitad,1.142,5.25,31.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Fútbol Mujeres - Mexico - Liga MX Femenil,250541801,Toluca (W) - Santos Laguna (W),1-0,78:08,Segunda Mitad,1.285,3.95,17.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,35:04,1ª Mitad,4.50,3.00,1.909
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,1-0,27:47,1ª Mitad,1.153,6.50,19.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Uruguay - Primera División,252626204,Montevideo Wanderers - Torque,0-1,90:24,Segunda Mitad,151.00,9.00,1.03
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,1-0,18:17,1ª Mitad,1.40,4.00,7.50
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,35:02,1ª Mitad,2.30,2.25,4.50
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Chile - Primera B,253007796,CD Arturo Fernandez Vial - CSD Rangers,2-2,72:47,Segunda Mitad,2.65,1.769,6.25
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Colombia - Liga Antioqueña de Fútbol,253936600,Rionegros Aguilas(R) - La Chalaca,3-1,67:48,Segunda Mitad,2.65,1.769,6.25
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777395,Municipal Limeno - Once Deportivo,1-0,78:02,Segunda Mitad,1.10,6.00,46.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-0,47:33,Segunda Mitad,1.40,3.65,10.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Guatemala - Liga Nacional,252357357,Csd Municipal - FC Santa Lucia Cotzumalguapa,0-1,70:05,Segunda Mitad,15.00,3.85,1.30
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,253552535,CD Marathon - Honduras Progreso,1-1,71:59,Segunda Mitad,3.50,1.65,4.333
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Panama - Liga Panamena,251563544,Sporting San Miguelito - San Francisco FC,1-1,77:23,Segunda Mitad,5.00,1.42,5.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Mexico - Segunda Division,252809149,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,60:43,Segunda Mitad,23.00,5.75,1.133
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,45:00,1ª Mitad,1.285,4.333,11.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,34:57,1ª Mitad,2.00,2.875,3.90
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Panama - Liga Prom,252671898,Arabe Unido (R) - Plaza Amador (R),1-0,75:44,Segunda Mitad,1.166,4.50,23.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Panama - Liga Prom,252801723,Panama City FC - CD Centenario,0-0,75:40,Segunda Mitad,4.00,1.50,4.75
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,0-0,36:00,1ª Mitad,1.45,3.25,7.50
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,45:00,1ª Mitad,2.70,2.30,3.10
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253906959,Aurora - Deportivo Agua Blanca,2-1,79:23,Segunda Mitad,1.05,6.50,61.00
Sat Oct 09 17:36:54 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253908009,Deportivo Mixco - Juventud Pinulteca,1-0,45:16,Segunda Mitad,1.35,3.70,9.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Colombia - Primera A,251820500,Deportivo Cali - La Equidad,1-2,77:58,Segunda Mitad,8.00,2.85,1.666
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Argentina - Liga Profesional de Fútbol,251905019,Banfield - River Plate,0-1,80:40,Segunda Mitad,34.00,5.00,1.181
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Brasil - Serie A,249192932,Fortaleza CE - Flamengo RJ,0-0,36:05,1ª Mitad,3.70,2.50,2.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Brasil - Serie A,250759052,Atletico PR - Bahia BA,0-0,36:57,1ª Mitad,2.15,2.55,4.75
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Chile - Primera División,250220655,Antofagasta - Melipilla,1-0,75:02,Segunda Mitad,1.133,5.50,34.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Fútbol Mujeres - Mexico - Liga MX Femenil,250541801,Toluca (W) - Santos Laguna (W),1-0,79:09,Segunda Mitad,1.285,3.95,19.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,36:05,1ª Mitad,4.50,3.00,1.909
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,1-0,28:48,1ª Mitad,1.153,6.50,19.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Uruguay - Primera División,252626204,Montevideo Wanderers - Torque,0-1,91:25,Segunda Mitad,201.00,10.00,1.01
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,1-0,19:18,1ª Mitad,1.40,4.00,7.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,36:03,1ª Mitad,2.30,2.25,4.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Chile - Primera B,253007796,CD Arturo Fernandez Vial - CSD Rangers,2-2,73:48,Segunda Mitad,2.70,1.70,7.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Colombia - Liga Antioqueña de Fútbol,253936600,Rionegros Aguilas(R) - La Chalaca,3-1,68:49,Segunda Mitad,2.70,1.70,7.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777395,Municipal Limeno - Once Deportivo,1-0,79:03,Segunda Mitad,1.10,6.00,51.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-0,48:34,Segunda Mitad,1.40,3.60,9.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Guatemala - Liga Nacional,252357357,Csd Municipal - FC Santa Lucia Cotzumalguapa,0-1,71:06,Segunda Mitad,15.00,3.90,1.285
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,253552535,CD Marathon - Honduras Progreso,1-1,73:00,Segunda Mitad,3.90,1.65,3.90
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Panama - Liga Panamena,251563544,Sporting San Miguelito - San Francisco FC,1-1,78:24,Segunda Mitad,5.25,1.42,5.25
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Mexico - Segunda Division,252809149,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,61:44,Segunda Mitad,23.00,5.75,1.133
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,45:00,1ª Mitad,1.285,4.333,11.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,35:58,1ª Mitad,1.85,2.875,4.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Panama - Liga Prom,252671898,Arabe Unido (R) - Plaza Amador (R),1-0,76:45,Segunda Mitad,1.166,4.50,26.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Panama - Liga Prom,252801723,Panama City FC - CD Centenario,0-0,76:41,Segunda Mitad,4.20,1.48,4.75
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,0-0,37:01,1ª Mitad,1.48,3.25,7.50
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,45:17,Segunda Mitad,2.70,2.30,3.10
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253906959,Aurora - Deportivo Agua Blanca,2-1,80:24,Segunda Mitad,1.05,6.50,61.00
Sat Oct 09 17:37:28 -0500 2021,WPlay,Américas - Guatemala - Primera Division,253908009,Deportivo Mixco - Juventud Pinulteca,1-0,46:17,Segunda Mitad,1.35,3.70,9.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Brasil - Serie A,249192932,Fortaleza CE - Flamengo RJ,0-0,45:00,1ª Mitad,4.00,2.30,2.55
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Brasil - Serie A,250759052,Atletico PR - Bahia BA,0-2,49:51,Segunda Mitad,4.75,3.00,1.90
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Mexico - Liga de Expansion MX,249646249,Tampico Madero - Correcaminos,0-0,0:49,1ª Mitad,1.80,3.45,4.20
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Brasil - Serie B,251907233,EC Vitória - Confianca SE,0-1,45:00,1ª Mitad,4.75,2.95,1.85
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - EE.UU - MLS,249590590,New York Red Bulls - Inter Miami CF,1-0,45:00,1ª Mitad,1.125,7.00,26.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Venezuela - Primera División,251757086,Carabobo FC - Yaracuyanos FC,1-0,45:00,1ª Mitad,1.25,4.333,13.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Brasil - Serie C,253234909,Novorizontino SP - Ypiranga RS,0-0,45:00,1ª Mitad,2.20,2.10,6.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - El Salvador - Primera Division,252777368,CD Platense Zacatecoluca - Luis Ángel Firpo,1-1,77:17,Segunda Mitad,5.00,1.48,4.50
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Honduras - Liga Nacional,252998010,Lobos UPNFM - CD Vida,0-0,6:30,1ª Mitad,2.70,2.75,2.55
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Panama - Liga Panamena,252671942,CD Universitario - Arabe Unido,0-0,3:03,1ª Mitad,2.25,2.65,3.70
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Panama - Liga Panamena,252801874,Herrera FC - Plaza Amador,0-0,3:06,1ª Mitad,2.75,2.80,2.75
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253559402,Inter de Queretaro FC - Cafetaleros de Chiapas,0-1,90:27,Segunda Mitad,2.75,2.80,2.75
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019023,Atletico Saltillo - Correcaminos II,1-0,72:26,Segunda Mitad,1.20,4.50,23.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Mexico - Segunda Division,253019086,Sporting Canamy - Canoneros Marina,0-0,46:25,Segunda Mitad,1.85,2.55,5.75
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Nicaragua - Nicaragua Primera,252814488,Managua FC - ART Municipal Jalapa,0-0,4:47,1ª Mitad,1.10,6.50,17.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Panama - Liga Prom,252519110,Alianza FC (R) - Colón C-3 FC,1-0,43:04,1ª Mitad,1.071,6.50,26.00
Sat Oct 09 18:06:34 -0500 2021,WPlay,Américas - Peru - Segunda Division,253238924,Union Comercio - FC Carlos Stein,0-0,74:00,Segunda Mitad,4.00,1.533,4.50
